Key;Item.Type;Publication.Year;Author;Title;Publication.Title;ISBN;ISSN;DOI;Url;Abstract.Note;Date;Date.Added;Date.Modified;Access.Date;Pages;Num.Pages;Issue;Volume;Number.Of.Volumes;Journal.Abbreviation;Short.Title;Series;Series.Number;Series.Text;Series.Title;Publisher;Place;Language;Rights;Type;Archive;Archive.Location;Library.Catalog;Call.Number;Extra;Notes;File.Attachments;Link.Attachments;Manual.Tags;Automatic.Tags;Editor;Series.Editor;Translator;Contributor;Attorney.Agent;Book.Author;Cast.Member;Commenter;Composer;Cosponsor;Counsel;Interviewer;Producer;Recipient;Reviewed.Author;Scriptwriter;Words.By;Guest;Number;Edition;Running.Time;Scale;Medium;Artwork.Size;Filing.Date;Application.Number;Assignee;Issuing.Authority;Country;Meeting.Name;Conference.Name;Court;References;Reporter;Legal.Status;Priority.Numbers;Programming.Language;Version;System;Code;Code.Number;Section;Session;Committee;History;Legislative.Body
JS2IR27G;journalArticle;2022;"Maire, Juliette; Gibson-Poole, Simon; Cowan, Nicholas; Krol, Dominika; Somers, Cathal; Reay, Dave S.; Skiba, Ute; Rees, Robert M.; Lanigan, Gary J.; Richards, Karl G.";Can nitrogen input mapping from aerial imagery improve nitrous oxide emissions estimates from grazed grassland?;Precision Agriculture;NA;1385-2256, 1573-1618;10.1007/s11119-022-09908-0;https://link.springer.com/10.1007/s11119-022-09908-0;Abstract                            Most nitrogen (N) lost to the environment from grazed grassland is produced as a result of N excreted by livestock, released in the form of nitrous oxide (N               2               O) emissions, nitrate leaching and ammonia volatilisation. In addition to the N fertiliser applied, excreta deposited by grazing livestock constitute a heterogeneous excess of N, creating spatial hotspots of N losses. This study presents a yearlong N               2               O emissions map from a typical intensively managed temperate grassland, grazed periodically by a dairy herd. The excreta deposition mapping was undertaken using high-resolution RGB images captured with a remotely piloted aircraft system combined with N               2               O emissions measurements using closed statics chambers. The annual N               2               O emissions were estimated to be 3.36 ± 0.30 kg N               2               O–N ha               −1               after a total N applied from fertiliser and excreta of 608 ± 40 kg N ha               −1                yr               −1               . Emissions of N               2               O were 1.9, 3.6 and 4.4 times lower than that estimated using the default IPCC 2019, 2006 or country-specific emission factors, respectively. The spatial distribution and size of excreta deposits was non-uniform, and in each grazing period, an average of 15.1% of the field was covered by urine patches and 1.0% by dung deposits. Some areas of the field repeatedly received urine deposits, accounting for an estimated total of 2410 kg N ha               −1               . The method reported in this study can provide better estimates of how management practices can mitigate N               2               O emissions, to develop more efficient selective approaches to fertiliser application, targeted nitrification inhibitor application and improvements in the current N               2               O inventory estimation.;2022-10;27.05.2025 07:11;27.05.2025 07:11;27.05.2025 07:09;1743-1774;NA;5;23;NA;Precision Agric;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\UZY78QBU\Maire et al. - 2022 - Can nitrogen input mapping from aerial imagery imp.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AU3NTNPS;journalArticle;2021;"Grüner, Esther; Astor, Thomas; Wachendorf, Michael";Prediction of Biomass and N Fixation of Legume–Grass Mixtures Using Sensor Fusion;Frontiers in Plant Science;NA;1664-462X;10.3389/fpls.2020.603921;https://www.frontiersin.org/articles/10.3389/fpls.2020.603921/full;European farmers and especially organic farmers rely on legume–grass mixtures in their crop rotation as an organic nitrogen (N) source, as legumes can fix atmospheric N, which is the most important element for plant growth. Furthermore, legume–grass serves as valuable fodder for livestock and biogas plants. Therefore, information about aboveground biomass and N fixation (NFix) is crucial for efficient farm management decisions on the field level. Remote sensing, as a non-destructive and fast technique, provides different methods to quantify plant trait parameters. In our study, high-density point clouds, derived from terrestrial laser scanning (TLS), in combination with unmanned aerial vehicle-based multispectral (MS) data, were collected to receive information about three plant trait parameters (fresh and dry matter, nitrogen fixation) in two legume–grass mixtures. Several crop surface height metrics based on TLS and vegetation indices based on the four MS bands (green, red, red edge, and near-infrared) were calculated. Furthermore, eight texture features based on mean crop surface height and the four MS bands were generated to measure horizontal spatial heterogeneity. The aim of this multi-temporal study over two vegetation periods was to create estimation models based on biomass and N fixation for two legume–grass mixtures by sensor fusion, a combination of both sensors. To represent conditions in practical farming, e.g., the varying proportion of legumes, the experiment included pure stands of legume and grass of the mixtures. Sensor fusion of TLS and MS data was found to provide better estimates of biomass and N                                Fix                              than separate data analysis. The study shows the important role of texture based on MS and point cloud data, which contributed greatly to the estimation model generation. The applied approach offers an interesting method for improvements in precision agriculture.;21.01.2021;27.05.2025 07:11;27.05.2025 07:11;27.05.2025 07:09;603921;NA;;11;NA;Front. Plant Sci.;;;NA;NA;NA;NA;NA;;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\ZX5W43PM\Grüner et al. - 2021 - Prediction of Biomass and N Fixation of Legume–Gra.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CZYQTLL2;journalArticle;2021;"Bossoukpe, Marina; Ndiaye, Ousmane; Diatta, Ousmane; Diatta, Sékouna; Audebert, Alain; Couteron, Pierre; Leroux, Louise; Diouf, Abdoul Aziz; Dendoncker, Morgane; Faye, Emile; Taugourdeau, Simon";Unmanned aerial vehicle for the assessment of woody and herbaceous phytomass in Sahelian savanna;Revue d’élevage et de médecine vétérinaire des pays tropicaux;NA;1951-6711, 0035-1865;10.19182/remvt.36802;https://revues.cirad.fr/index.php/REMVT/article/view/36802;The phytomass of herbaceous and woody plants is the main source of feed for pastoral livestock in the Sahelian savanna. The assessment of the available feedstock plays a key role in national livestock policies and generally requires many field measurements of both herbaceous and woody plants. In this study, we tested the possibility of using a red-green-blue (RGB) unmanned aerial vehicle (UAV) to evaluate the phytomass of both woody and herbaceous species. We thus mapped 38 one hectare plots with a Dji Spark UAV in Northern Senegal. The herbaceous phytomass was measured on the ground. For the woody communities, we evaluated the leaf phytomass using dendrometric parameters combined with allometric equations. We performed partial-least square regressions between UAV-based three-dimension and color indices and phytomass. Results showed a Q² (cross validation results for each response variable) of 0.57 for woody phytomass, 0.68 for herbaceous dry mass, and 0.76 for their fresh mass. This study confirmed the relevance of using low-cost RGB UAV to assess savanna phytomass.;13.12.2021;27.05.2025 07:11;27.05.2025 07:11;27.05.2025 07:09;199-205;NA;4;74;NA;Rev. Elev. Med. Vet. Pays Trop.;;;NA;NA;NA;NA;NA;;https://creativecommons.org/licenses/by/4.0;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\6SKYRNL7\Bossoukpe et al. - 2021 - Unmanned aerial vehicle for the assessment of wood.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
HKKJSBMR;journalArticle;2021;"Lendzioch, Theodora; Langhammer, Jakub; Vlček, Lukáš; Minařík, Robert";Mapping the Groundwater Level and Soil Moisture of a Montane Peat Bog Using UAV Monitoring and Machine Learning;Remote Sensing;NA;2072-4292;10.3390/rs13050907;https://www.mdpi.com/2072-4292/13/5/907;One of the best preconditions for the sufficient monitoring of peat bog ecosystems is the collection, processing, and analysis of unique spatial data to understand peat bog dynamics. Over two seasons, we sampled groundwater level (GWL) and soil moisture (SM) ground truth data at two diverse locations at the Rokytka Peat bog within the Sumava Mountains, Czechia. These data served as reference data and were modeled with a suite of potential variables derived from digital surface models (DSMs) and RGB, multispectral, and thermal orthoimages reflecting topomorphometry, vegetation, and surface temperature information generated from drone mapping. We used 34 predictors to feed the random forest (RF) algorithm. The predictor selection, hyperparameter tuning, and performance assessment were performed with the target-oriented leave-location-out (LLO) spatial cross-validation (CV) strategy combined with forward feature selection (FFS) to avoid overfitting and to predict on unknown locations. The spatial CV performance statistics showed low (R2 = 0.12) to high (R2 = 0.78) model predictions. The predictor importance was used for model interpretation, where temperature had strong impact on GWL and SM, and we found significant contributions of other predictors, such as Normalized Difference Vegetation Index (NDVI), Normalized Difference Index (NDI), Enhanced Red-Green-Blue Vegetation Index (ERGBVE), Shape Index (SHP), Green Leaf Index (GLI), Brightness Index (BI), Coloration Index (CI), Redness Index (RI), Primary Colours Hue Index (HI), Overall Hue Index (HUE), SAGA Wetness Index (TWI), Plan Curvature (PlnCurv), Topographic Position Index (TPI), and Vector Ruggedness Measure (VRM). Additionally, we estimated the area of applicability (AOA) by presenting maps where the prediction model yielded high-quality results and where predictions were highly uncertain because machine learning (ML) models make predictions far beyond sampling locations without sampling data with no knowledge about these environments. The AOA method is well suited and unique for planning and decision-making about the best sampling strategy, most notably with limited data.;28.02.2021;27.05.2025 07:11;27.05.2025 07:11;27.05.2025 07:09;907;NA;5;13;NA;Remote Sensing;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\9HHRTMSB\Lendzioch et al. - 2021 - Mapping the Groundwater Level and Soil Moisture of.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DYJN7RR7;journalArticle;2021;"Blackburn, Ryan C.; Barber, Nicholas A.; Farrell, Anna K.; Buscaglia, Robert; Jones, Holly P.";Monitoring ecological characteristics of a tallgrass prairie using an unmanned aerial vehicle;Restoration Ecology;NA;1061-2971, 1526-100X;10.1111/rec.13339;https://onlinelibrary.wiley.com/doi/10.1111/rec.13339;Site‐specific conditions, climate, and management decisions all dictate the establishment and composition of desired plant communities within grassland restorations. The uncertainty, complexity, and large size of grassland restorations necessitate monitoring plant communities across spatial and temporal scales. Remote sensing with unmanned aerial vehicles (UAVs) may provide a tool to monitor restored plant communities at various scales, but many potential applications are still unknown. In a tallgrass prairie restoration located in Franklin Grove, IL, we used UAV‐based multispectral imagery to assess the ability of spectral indices to predict ecological characteristics (plant community, plant traits, soil properties) in the summer of 2017. Using 19 sites, we calculated the moments of 26 vegetation indices and four spectral bands (green, red, red edge, near infrared). Models based on each moment and a model with all moments were estimated using ridge regression with model training based on a subset of 15 sites. Each tested for significant error reduction against a null model. We predicted mean graminoid cover, mean dead aboveground biomass, mean dry mass, and mean soil K with significant reductions in cross‐validated root mean square error. Averaged coefficients determined from cross‐validation of ridge regression models were used to develop a final predictive model of the four successfully predicted ecological characteristics. Graminoid cover and soil potassium were successfully predicted in one of the sites while the other two were not successfully predicted in any site. This study provides a path toward a new level of ease and precision in monitoring community dynamics of restored grasslands.;2021-04;27.05.2025 07:11;27.05.2025 07:11;27.05.2025 07:09;e13339;NA;S1;29;NA;Restoration Ecology;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\YRN3HVNT\Blackburn et al. - 2021 - Monitoring ecological characteristics of a tallgra.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5BEWEE7D;journalArticle;2021;"Sankey, Joel B.; Sankey, Temuulen T.; Li, Junran; Ravi, Sujith; Wang, Guan; Caster, Joshua; Kasprak, Alan";Quantifying plant-soil-nutrient dynamics in rangelands: Fusion of UAV hyperspectral-LiDAR, UAV multispectral-photogrammetry, and ground-based LiDAR-digital photography in a shrub-encroached desert grassland;Remote Sensing of Environment;NA;344257;10.1016/j.rse.2020.112223;https://linkinghub.elsevier.com/retrieve/pii/S0034425720305964;;2021-02;27.05.2025 07:11;27.05.2025 07:11;27.05.2025 07:09;112223;NA;;253;NA;Remote Sensing of Environment;Quantifying plant-soil-nutrient dynamics in rangelands;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\EFV5TQZF\Sankey et al. - 2021 - Quantifying plant-soil-nutrient dynamics in rangel.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FX3ZRM74;journalArticle;2021;"Kelly, Julia; Kljun, Natascha; Eklundh, Lars; Klemedtsson, Leif; Liljebladh, Bengt; Olsson, Per-Ola; Weslien, Per; Xie, Xianghua";Modelling and upscaling ecosystem respiration using thermal cameras and UAVs: Application to a peatland during and after a hot drought;Agricultural and Forest Meteorology;NA;1681923;10.1016/j.agrformet.2021.108330;https://linkinghub.elsevier.com/retrieve/pii/S0168192321000137;;2021-04;27.05.2025 07:11;27.05.2025 07:11;27.05.2025 07:09;108330;NA;;300;NA;Agricultural and Forest Meteorology;Modelling and upscaling ecosystem respiration using thermal cameras and UAVs;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\Z77QQJ52\Kelly et al. - 2021 - Modelling and upscaling ecosystem respiration usin.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4RFZW84B;journalArticle;2021;"Meng, Baoping; Yang, Zhigui; Yu, Hongyan; Qin, Yu; Sun, Yi; Zhang, Jianguo; Chen, Jianjun; Wang, Zhiwei; Zhang, Wei; Li, Meng; Lv, Yanyan; Yi, Shuhua";Mapping of Kobresia pygmaea Community Based on Umanned Aerial Vehicle Technology and Gaofen Remote Sensing Data in Alpine Meadow Grassland: A Case Study in Eastern of Qinghai–Tibetan Plateau;Remote Sensing;NA;2072-4292;10.3390/rs13132483;https://www.mdpi.com/2072-4292/13/13/2483;The Kobresia pygmaea (KP) community is a key succession stage of alpine meadow degradation on the Qinghai–Tibet Plateau (QTP). However, most of the grassland classification and mapping studies have been performed at the grassland type level. The spatial distribution and impact factors of KP on the QTP are still unclear. In this study, field measurements of the grassland vegetation community in the eastern part of the QTP (Counties of Zeku, Henan and Maqu) from 2015 to 2019 were acquired using unmanned aerial vehicle (UAV) technology. The machine learning algorithms for grassland vegetation community classification were constructed by combining Gaofen satellite images and topographic indices. Then, the spatial distribution of KP community was mapped. The results showed that: (1) For all field observed sites, the alpine meadow vegetation communities demonstrated a considerable spatial heterogeneity. The traditional classification methods can hardly distinguish those communities due to the high similarity of their spectral characteristics. (2) The random forest method based on the combination of satellite vegetation indices, texture feature and topographic indices exhibited the best performance in three counties, with overall accuracy and Kappa coefficient ranged from 74.06% to 83.92% and 0.65 to 0.80, respectively. (3) As a whole, the area of KP community reached 1434.07 km2, and accounted for 7.20% of the study area. We concluded that the combination of satellite remote sensing, UAV surveying and machine learning can be used for KP classification and mapping at community level.;25.06.2021;27.05.2025 07:11;27.05.2025 07:11;27.05.2025 07:09;2483;NA;13;13;NA;Remote Sensing;Mapping of Kobresia pygmaea Community Based on Umanned Aerial Vehicle Technology and Gaofen Remote Sensing Data in Alpine Meadow Grassland;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\99YMAG4B\Meng et al. - 2021 - Mapping of Kobresia pygmaea Community Based on Uma.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SE7PSLW3;journalArticle;2021;"Barber, Nastassia; Alvarado, Ernesto; Kane, Van R.; Mell, William E.; Moskal, L. Monika";Estimating Fuel Moisture in Grasslands Using UAV-Mounted Infrared and Visible Light Sensors;Sensors;NA;1424-8220;10.3390/s21196350;https://www.mdpi.com/1424-8220/21/19/6350;Predicting wildfire behavior is a complex task that has historically relied on empirical models. Physics-based fire models could improve predictions and have broad applicability, but these models require more detailed inputs, including spatially explicit estimates of fuel characteristics. One of the most critical of these characteristics is fuel moisture. Obtaining moisture measurements with traditional destructive sampling techniques can be prohibitively time-consuming and extremely limited in spatial resolution. This study seeks to assess how effectively moisture in grasses can be estimated using reflectance in six wavelengths in the visible and infrared ranges. One hundred twenty 1 m-square field samples were collected in a western Washington grassland as well as overhead imagery in six wavelengths for the same area. Predictive models of vegetation moisture using existing vegetation indices and components from principal component analysis of the wavelengths were generated and compared. The best model, a linear model based on principal components and biomass, showed modest predictive power (r² = 0.45). This model performed better for the plots with both dominant grass species pooled than it did for each species individually. The presence of this correlation, especially given the limited moisture range of this study, suggests that further research using samples across the entire fire season could potentially produce effective models for estimating moisture in this type of ecosystem using unmanned aerial vehicles, even when more than one major species of grass is present. This approach would be a fast and flexible approach compared to traditional moisture measurements.;23.09.2021;27.05.2025 07:11;27.05.2025 07:11;27.05.2025 07:09;6350;NA;19;21;NA;Sensors;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\VQXFJK3E\Barber et al. - 2021 - Estimating Fuel Moisture in Grasslands Using UAV-M.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4WI44L2G;journalArticle;2021;"Zhao, Yujin; Sun, Yihan; Lu, Xiaoming; Zhao, Xuezhen; Yang, Long; Sun, Zhongyu; Bai, Yongfei";Hyperspectral retrieval of leaf physiological traits and their links to ecosystem productivity in grassland monocultures;Ecological Indicators;NA;1470160X;10.1016/j.ecolind.2020.107267;https://linkinghub.elsevier.com/retrieve/pii/S1470160X20312073;;2021-03;27.05.2025 07:11;27.05.2025 07:11;27.05.2025 07:09;107267;NA;;122;NA;Ecological Indicators;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\BH9WFQBW\Zhao et al. - 2021 - Hyperspectral retrieval of leaf physiological trai.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5TK8Z4SM;journalArticle;2021;"Li, Jiexia; Li, Xilai; Gao, Jay; Kazhaocairang; Ma, Geliang; Qi, Xuezhong";Micro-scale fragmentation of the alpine meadow landscape on the Qinghai-Tibet Plateau under external disturbances;CATENA;NA;3418162;10.1016/j.catena.2021.105220;https://linkinghub.elsevier.com/retrieve/pii/S0341816221000795;;2021-06;27.05.2025 07:11;27.05.2025 07:11;27.05.2025 07:09;105220;NA;;201;NA;CATENA;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\SHU5W69E\Li et al. - 2021 - Micro-scale fragmentation of the alpine meadow lan.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
C3DDDBGI;journalArticle;2021;"Pranga, Joanna; Borra-Serrano, Irene; Aper, Jonas; De Swaef, Tom; Ghesquiere, An; Quataert, Paul; Roldán-Ruiz, Isabel; Janssens, Ivan A.; Ruysschaert, Greet; Lootens, Peter";Improving Accuracy of Herbage Yield Predictions in Perennial Ryegrass with UAV-Based Structural and Spectral Data Fusion and Machine Learning;Remote Sensing;NA;2072-4292;10.3390/rs13173459;https://www.mdpi.com/2072-4292/13/17/3459;"High-throughput field phenotyping using close remote sensing platforms and sensors for non-destructive assessment of plant traits can support the objective evaluation of yield predictions of large breeding trials. The main objective of this study was to examine the potential of unmanned aerial vehicle (UAV)-based structural and spectral features and their combination in herbage yield predictions across diploid and tetraploid varieties and breeding populations of perennial ryegrass (Lolium perenne L.). Canopy structural (i.e., canopy height) and spectral (i.e., vegetation indices) information were derived from data gathered with two sensors: a consumer-grade RGB and a 10-band multispectral (MS) camera system, which were compared in the analysis. A total of 468 field plots comprising 115 diploid and 112 tetraploid varieties and populations were considered in this study. A modelling framework established to predict dry matter yield (DMY), was used to test three machine learning algorithms, including Partial Least Squares Regression (PLSR), Random Forest (RF), and Support Vector Machines (SVM). The results of the nested cross-validation revealed: (a) the fusion of structural and spectral features achieved better DMY estimates as compared to models fitted with structural or spectral data only, irrespective of the sensor, ploidy level or machine learning algorithm applied; (b) models built with MS-based predictor variables, despite their lower spatial resolution, slightly outperformed the RGB-based models, as lower mean relative root mean square error (rRMSE) values were delivered; and (c) on average, the RF technique reported the best model performances among tested algorithms, regardless of the dataset used. The approach introduced in this study can provide accurate yield estimates (up to an RMSE = 308 kg ha−1) and useful information for breeders and practical farm-scale applications.";01.09.2021;27.05.2025 07:11;27.05.2025 07:11;27.05.2025 07:09;3459;NA;17;13;NA;Remote Sensing;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\IIFE3SY9\Pranga et al. - 2021 - Improving Accuracy of Herbage Yield Predictions in.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VDXV5M82;journalArticle;2021;"Shi, Yan; Gao, Jay; Li, Xilai; Li, Jiexia; dela Torre, Daniel Marc G.; Brierley, Gary John";Improved Estimation of Aboveground Biomass of Disturbed Grassland through Including Bare Ground and Grazing Intensity;Remote Sensing;NA;2072-4292;10.3390/rs13112105;https://www.mdpi.com/2072-4292/13/11/2105;Accurate approaches to aboveground biomass (AGB) estimation are required to support appraisal of the effectiveness of land use measures, which seek to protect grazing-adapted grasslands atop the Qinghai-Tibet Plateau (QTP). This methodological study assesses the effectiveness of one commonly used visible band vegetation index, Red Green Blue Vegetation Index (RGBVI), obtained from unmanned aerial vehicle (UAV), in estimating AGB timely and accurately at the local scale, seeking to improve the estimation accuracy by taking into account in situ collected information on disturbed grassland. Particular emphasis is placed upon the mapping and quantification of areas disturbed by grazing (simulated via mowing) and plateau pika (Ochotona curzoniae) that have led to the emergence of bare ground. The initial model involving only RGBVI performed poorly in AGB estimation by underestimating high AGB by around 10% and overestimating low AGB by about 10%. The estimation model was modified by the mowing intensity ratio and bare ground metrics. The former almost doubled the estimation accuracy from R2 = 0.44 to 0.81. However, this modification caused the bare ground AGB to be overestimated by about 38 and 19 g m−2 for 2018 and 2019, respectively. Although further modification of the model by bare ground metrics improved the accuracy slightly to 0.88, it markedly reduced the overestimation of low AGB values. It is recommended that grazing intensity be incorporated into the micro-scale estimation of AGB, together with the bare ground modification metrics, especially for severely disturbed meadows with a sizable portion of bare ground.;27.05.2021;27.05.2025 07:11;27.05.2025 07:11;27.05.2025 07:09;2105;NA;11;13;NA;Remote Sensing;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\5ZWAQ2I5\Shi et al. - 2021 - Improved Estimation of Aboveground Biomass of Dist.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TQCQJVB4;journalArticle;2021;"Lam, Olee Hoi Ying; Dogotari, Marcel; Prüm, Moritz; Vithlani, Hemang Narendra; Roers, Corinna; Melville, Bethany; Zimmer, Frank; Becker, Rolf";An open source workflow for weed mapping in native grassland using unmanned aerial vehicle: using <i>Rumex obtusifolius</i> as a case study;European Journal of Remote Sensing;NA;2279-7254;10.1080/22797254.2020.1793687;https://www.tandfonline.com/doi/full/10.1080/22797254.2020.1793687;;05.02.2021;27.05.2025 07:11;27.05.2025 07:11;27.05.2025 07:09;71-88;NA;sup1;54;NA;European Journal of Remote Sensing;An open source workflow for weed mapping in native grassland using unmanned aerial vehicle;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\I7A8VCT9\Lam et al. - 2021 - An open source workflow for weed mapping in native.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CLYJ4297;journalArticle;2021;"Sinde-González, Izar; Gil-Docampo, Mariluz; Arza-García, Marcos; Grefa-Sánchez, José; Yánez-Simba, Diana; Pérez-Guerrero, Patricio; Abril-Porras, Víctor";Biomass estimation of pasture plots with multitemporal UAV-based photogrammetric surveys;International Journal of Applied Earth Observation and Geoinformation;NA;15698432;10.1016/j.jag.2021.102355;https://linkinghub.elsevier.com/retrieve/pii/S0303243421000623;;2021-09;27.05.2025 07:11;27.05.2025 07:11;27.05.2025 07:09;102355;NA;;101;NA;International Journal of Applied Earth Observation and Geoinformation;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\4WGC54S2\Sinde-González et al. - 2021 - Biomass estimation of pasture plots with multitemp.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
